Rk,Player,Date,Age,Team,Sep,Opp,Result,GS,MP,FG,FGA,FGper,TwoP,TwoPA,TwoPper,ThreeP,ThreePA,ThreePper,FT,FTA,FTper,TSper,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,Pos,Player_additional
795,Kobe Bryant,2007-11-21,29-090,LAL,@,MIL,L 103-110,1,43,7,18,.389,5,10,.500,2,8,.250,11,11,1.000,.591,0,3,3,4,1,0,1,3,27,19.7,2.0,G-F,bryanko01
796,Kobe Bryant,2007-11-23,29-092,LAL,@,BOS,L 94-107,1,37,9,21,.429,6,14,.429,3,7,.429,7,9,.778,.561,0,4,4,3,0,0,2,4,28,15.8,3.6,G-F,bryanko01
797,Kobe Bryant,2007-11-25,29-094,LAL,,NJN,L 100-102,1,41,7,21,.333,5,16,.313,2,5,.400,15,16,.938,.553,0,3,3,7,4,0,2,3,31,25.3,10.7,G-F,bryanko01
798,Kobe Bryant,2007-11-27,29-096,LAL,,SEA,W 106-99,1,35,12,22,.545,11,19,.579,1,3,.333,10,12,.833,.641,2,6,8,6,0,0,3,2,35,27.2,11.6,G-F,bryanko01
799,Kobe Bryant,2007-11-29,29-098,LAL,,DEN,W 127-99,1,30,10,18,.556,10,15,.667,0,3,.000,4,5,.800,.594,3,3,6,7,1,0,2,1,24,21.5,10.0,G-F,bryanko01
800,Kobe Bryant,2007-11-30,29-099,LAL,@,UTA,L 96-120,1,35,10,19,.526,7,14,.500,3,5,.600,5,6,.833,.647,1,3,4,3,0,0,2,4,28,18.4,4.3,G-F,bryanko01
801,Kobe Bryant,2007-12-02,29-101,LAL,,ORL,L 97-104,1,42,10,26,.385,6,17,.353,4,9,.444,4,4,1.000,.504,2,4,6,5,2,0,4,0,28,17.9,5.7,G-F,bryanko01
802,Kobe Bryant,2007-12-04,29-103,LAL,@,MIN,W 116-95,1,29,6,12,.500,4,7,.571,2,5,.400,6,9,.667,.627,1,2,3,5,4,0,4,2,20,16.8,5.9,G-F,bryanko01
803,Kobe Bryant,2007-12-05,29-104,LAL,@,DEN,W 111-107,1,31,10,19,.526,10,16,.625,0,3,.000,5,6,.833,.578,1,7,8,5,2,1,1,4,25,21.7,9.3,G-F,bryanko01
804,Kobe Bryant,2007-12-09,29-108,LAL,,GSW,W 123-113,1,38,9,23,.391,7,17,.412,2,6,.333,8,10,.800,.511,0,6,6,8,3,1,3,2,28,22.0,4.0,G-F,bryanko01
805,Kobe Bryant,2007-12-13,29-112,LAL,,SAS,W 102-97,1,38,10,24,.417,9,20,.450,1,4,.250,9,10,.900,.528,1,6,7,3,4,0,1,1,30,24.0,11.6,G-F,bryanko01
806,Kobe Bryant,2007-12-14,29-113,LAL,@,GSW,L 106-108,1,37,6,23,.261,6,17,.353,0,6,.000,9,11,.818,.377,1,5,6,5,2,1,5,2,21,9.1,-4.5,G-F,bryanko01
807,Kobe Bryant,2007-12-16,29-115,LAL,,LAC,W 113-92,1,36,11,22,.500,9,16,.563,2,6,.333,8,9,.889,.616,2,6,8,3,1,1,4,2,32,22.8,3.5,G-F,bryanko01
808,Kobe Bryant,2007-12-18,29-117,LAL,@,CHI,W 103-91,1,36,7,19,.368,7,16,.438,0,3,.000,4,4,1.000,.434,1,5,6,2,3,1,2,2,18,12.0,-0.6,G-F,bryanko01
809,Kobe Bryant,2007-12-20,29-119,LAL,@,CLE,L 90-94,1,40,8,22,.364,8,19,.421,0,3,.000,5,8,.625,.411,1,4,5,5,1,0,2,2,21,11.2,0.0,G-F,bryanko01
810,Kobe Bryant,2007-12-21,29-120,LAL,@,PHI,W 106-101,1,39,6,20,.300,4,15,.267,2,5,.400,5,5,1.000,.428,2,5,7,3,2,1,4,2,19,10.3,-2.5,G-F,bryanko01
811,Kobe Bryant,2007-12-23,29-122,LAL,@,NYK,W 95-90,1,41,14,28,.500,9,16,.563,5,12,.417,6,7,.857,.627,2,9,11,8,2,0,2,2,39,33.5,21.3,G-F,bryanko01
812,Kobe Bryant,2007-12-25,29-124,LAL,,PHO,W 122-115,1,41,12,20,.600,11,17,.647,1,3,.333,13,14,.929,.726,2,3,5,7,2,0,8,4,38,28.0,7.9,G-F,bryanko01
813,Kobe Bryant,2007-12-28,29-127,LAL,,UTA,W 123-109,1,29,11,18,.611,5,9,.556,6,9,.667,3,4,.750,.784,0,4,4,7,4,0,5,3,31,26.3,19.0,G-F,bryanko01
814,Kobe Bryant,2007-12-30,29-129,LAL,,BOS,L 91-110,1,37,6,25,.240,6,19,.316,0,6,.000,10,11,.909,.369,2,4,6,3,0,1,3,5,22,6.9,-4.3,G-F,bryanko01
815,Kobe Bryant,2008-01-04,29-134,LAL,,PHI,W 124-93,1,29,5,9,.556,5,8,.625,0,1,.000,5,5,1.000,.670,1,5,6,4,0,0,3,2,15,11.9,-2.4,G-F,bryanko01
816,Kobe Bryant,2008-01-06,29-136,LAL,,IND,W 112-96,1,36,8,21,.381,6,18,.333,2,3,.667,8,8,1.000,.530,0,2,2,6,3,0,4,3,26,17.1,1.8,G-F,bryanko01
817,Kobe Bryant,2008-01-08,29-138,LAL,@,MEM,W 117-101,1,40,8,22,.364,7,18,.389,1,4,.250,8,11,.727,.466,1,2,3,6,5,0,3,4,25,17.5,0.8,G-F,bryanko01
818,Kobe Bryant,2008-01-09,29-139,LAL,@,NOH,W 109-80,1,33,8,16,.500,6,12,.500,2,4,.500,1,2,.500,.563,0,7,7,7,3,0,1,0,19,19.6,13.0,G-F,bryanko01
819,Kobe Bryant,2008-01-11,29-141,LAL,,MIL,W 110-105,1,37,12,25,.480,7,16,.438,5,9,.556,8,8,1.000,.649,2,3,5,7,2,0,1,4,37,30.9,16.9,G-F,bryanko01
820,Kobe Bryant,2008-01-13,29-143,LAL,,MEM,W 100-99,1,36,10,25,.400,7,15,.467,3,10,.300,14,15,.933,.585,2,1,3,4,4,0,1,1,37,30.2,17.0,G-F,bryanko01
821,Kobe Bryant,2008-01-14,29-144,LAL,@,SEA,W 123-121 (OT),1,42,21,44,.477,19,36,.528,2,8,.250,4,7,.571,.510,0,2,2,2,1,0,1,1,48,26.0,3.4,G-F,bryanko01
822,Kobe Bryant,2008-01-17,29-147,LAL,,PHO,L 98-106,1,39,10,22,.455,6,12,.500,4,10,.400,6,8,.750,.588,2,5,7,4,2,0,2,2,30,22.7,12.7,G-F,bryanko01
823,Kobe Bryant,2008-01-21,29-151,LAL,,DEN,W 116-99,1,39,5,7,.714,4,5,.800,1,2,.500,6,8,.750,.808,1,4,5,11,2,0,6,4,17,17.3,5.5,G-F,bryanko01
824,Kobe Bryant,2008-01-23,29-153,LAL,@,SAS,L 91-103,1,45,12,27,.444,11,25,.440,1,2,.500,4,4,1.000,.504,6,6,12,5,0,0,9,2,29,14.6,-1.7,G-F,bryanko01
825,Kobe Bryant,2008-01-25,29-155,LAL,@,DAL,L 105-112,1,45,11,19,.579,10,16,.625,1,3,.333,17,21,.810,.708,0,10,10,5,1,1,3,4,40,33.1,9.6,G-F,bryanko01
826,Kobe Bryant,2008-01-27,29-157,LAL,,CLE,L 95-98,1,43,10,21,.476,10,20,.500,0,1,.000,13,18,.722,.571,2,10,12,6,0,1,3,3,33,25.4,6.9,G-F,bryanko01
827,Kobe Bryant,2008-01-29,29-159,LAL,,NYK,W 120-109,1,44,10,21,.476,9,17,.529,1,4,.250,3,6,.500,.508,2,6,8,11,0,1,4,3,24,18.5,-1.6,G-F,bryanko01
828,Kobe Bryant,2008-01-31,29-161,LAL,@,DET,L 89-90,1,47,12,25,.480,10,21,.476,2,4,.500,13,15,.867,.617,3,7,10,5,2,1,11,2,39,24.1,7.1,G-F,bryanko01
829,Kobe Bryant,2008-02-01,29-162,LAL,@,TOR,W 121-101,1,44,19,28,.679,15,20,.750,4,8,.500,4,4,1.000,.773,0,7,7,5,1,0,1,2,46,38.8,15.7,G-F,bryanko01
830,Kobe Bryant,2008-02-03,29-164,LAL,@,WAS,W 103-91,1,35,10,15,.667,8,10,.800,2,5,.400,8,11,.727,.756,1,5,6,2,1,0,3,2,30,23.1,8.2,G-F,bryanko01
831,Kobe Bryant,2008-02-05,29-166,LAL,@,NJN,W 105-90,1,40,3,13,.231,3,11,.273,0,2,.000,0,0,,.231,1,4,5,8,2,2,7,3,6,0.8,-9.5,G-F,bryanko01
832,Kobe Bryant,2008-02-06,29-167,LAL,@,ATL,L 95-98,1,37,4,16,.250,4,14,.286,0,2,.000,3,5,.600,.302,0,1,1,10,1,0,1,2,11,7.1,-3.2,G-F,bryanko01
833,Kobe Bryant,2008-02-08,29-169,LAL,@,ORL,W 117-113,1,46,11,26,.423,11,24,.458,0,2,.000,14,16,.875,.545,1,9,10,6,0,1,4,3,36,24.5,-2.8,G-F,bryanko01
834,Kobe Bryant,2008-02-10,29-171,LAL,@,MIA,W 104-94,1,42,10,15,.667,8,10,.800,2,5,.400,11,11,1.000,.832,0,3,3,5,2,0,4,4,33,27.3,12.0,G-F,bryanko01
835,Kobe Bryant,2008-02-11,29-172,LAL,@,CHA,W 106-97,1,41,9,17,.529,5,10,.500,4,7,.571,9,9,1.000,.740,0,2,2,4,4,2,4,3,31,26.3,10.5,G-F,bryanko01
836,Kobe Bryant,2008-02-13,29-174,LAL,@,MIN,W 117-92,1,35,7,18,.389,5,11,.455,2,7,.286,13,13,1.000,.611,1,4,5,5,1,1,1,1,29,24.9,9.6,G-F,bryanko01
837,Kobe Bryant,2008-02-19,29-180,LAL,,ATL,W 122-93,1,30,8,16,.500,7,12,.583,1,4,.250,6,6,1.000,.617,3,2,5,3,5,0,1,2,23,23.0,13.7,G-F,bryanko01
838,Kobe Bryant,2008-02-20,29-181,LAL,@,PHO,W 130-124,1,46,16,25,.640,15,23,.652,1,2,.500,8,10,.800,.697,1,4,5,3,2,2,5,3,41,30.3,7.3,G-F,bryanko01
839,Kobe Bryant,2008-02-23,29-184,LAL,@,LAC,W 113-95,1,42,5,11,.455,5,8,.625,0,3,.000,7,9,.778,.568,1,4,5,7,2,0,5,5,17,12.3,-2.2,G-F,bryanko01
840,Kobe Bryant,2008-02-24,29-185,LAL,@,SEA,W 111-91,1,26,8,13,.615,5,8,.625,3,5,.600,2,3,.667,.733,0,4,4,10,3,0,1,1,21,24.5,25.3,G-F,bryanko01
841,Kobe Bryant,2008-02-26,29-187,LAL,,POR,W 96-83,1,45,11,25,.440,10,21,.476,1,4,.250,7,8,.875,.526,1,8,9,7,2,0,3,5,30,21.5,4.9,G-F,bryanko01
842,Kobe Bryant,2008-02-28,29-189,LAL,,MIA,W 106-88,1,41,7,14,.500,7,12,.583,0,2,.000,7,7,1.000,.615,0,1,1,8,4,2,3,5,21,20.3,7.2,G-F,bryanko01
843,Kobe Bryant,2008-02-29,29-190,LAL,@,POR,L 111-119,1,43,12,24,.500,10,16,.625,2,8,.250,7,8,.875,.600,3,4,7,5,1,0,6,4,33,20.8,1.3,G-F,bryanko01
844,Kobe Bryant,2008-03-02,29-192,LAL,,DAL,W 108-104 (OT),1,51,15,27,.556,13,24,.542,2,3,.667,20,27,.741,.669,1,10,11,4,1,2,5,2,52,39.4,16.6,G-F,bryanko01
845,Kobe Bryant,2008-03-04,29-194,LAL,@,SAC,W 117-105,1,43,10,26,.385,10,23,.435,0,3,.000,14,16,.875,.515,2,8,10,3,2,0,4,3,34,21.7,0.2,G-F,bryanko01
846,Kobe Bryant,2008-03-07,29-197,LAL,,LAC,W 119-82,1,31,5,9,.556,3,6,.500,2,3,.667,4,4,1.000,.743,1,5,6,3,2,0,2,2,16,15.2,5.2,G-F,bryanko01
847,Kobe Bryant,2008-03-09,29-199,LAL,,SAC,L 113-114,1,42,7,18,.389,7,15,.467,0,3,.000,12,15,.800,.528,0,3,3,5,3,0,3,2,26,18.6,1.4,G-F,bryanko01
848,Kobe Bryant,2008-03-11,29-201,LAL,,TOR,W 117-108,1,47,12,20,.600,8,12,.667,4,8,.500,6,6,1.000,.751,1,6,7,7,4,1,4,3,34,31.7,9.7,G-F,bryanko01
849,Kobe Bryant,2008-03-14,29-204,LAL,@,NOH,L 98-108,1,38,10,23,.435,6,16,.375,4,7,.571,12,13,.923,.627,1,8,9,3,1,0,3,6,36,24.3,9.3,G-F,bryanko01
850,Kobe Bryant,2008-03-16,29-206,LAL,@,HOU,L 92-104,1,47,11,33,.333,11,29,.379,0,4,.000,2,4,.500,.345,0,7,7,2,0,0,3,3,24,3.8,-12.0,G-F,bryanko01
851,Kobe Bryant,2008-03-18,29-208,LAL,@,DAL,W 102-100,1,44,12,23,.522,10,19,.526,2,4,.500,3,6,.500,.566,0,2,2,7,3,0,2,4,29,21.4,8.2,G-F,bryanko01
852,Kobe Bryant,2008-03-20,29-210,LAL,@,UTA,W 106-95,1,41,11,24,.458,11,22,.500,0,2,.000,5,9,.556,.483,2,6,8,7,1,0,3,3,27,17.9,-0.7,G-F,bryanko01
853,Kobe Bryant,2008-03-21,29-211,LAL,,SEA,W 130-105,1,30,8,15,.533,8,12,.667,0,3,.000,7,8,.875,.621,1,1,2,5,0,0,1,2,23,18.0,-3.0,G-F,bryanko01
854,Kobe Bryant,2008-03-23,29-213,LAL,,GSW,L 111-115,1,46,13,30,.433,10,21,.476,3,9,.333,7,7,1.000,.544,2,12,14,8,1,0,3,4,36,27.2,7.3,G-F,bryanko01
855,Kobe Bryant,2008-03-24,29-214,LAL,@,GSW,W 123-119 (OT),1,52,11,30,.367,10,25,.400,1,5,.200,7,7,1.000,.453,2,9,11,7,1,0,3,4,30,18.8,-2.0,G-F,bryanko01
856,Kobe Bryant,2008-03-26,29-216,LAL,,CHA,L 95-108,1,39,8,22,.364,6,16,.375,2,6,.333,9,12,.750,.495,1,5,6,3,0,1,3,4,27,14.0,-2.0,G-F,bryanko01
857,Kobe Bryant,2008-03-28,29-218,LAL,,MEM,L 111-114,1,42,19,37,.514,10,20,.500,9,17,.529,6,7,.857,.661,2,8,10,1,3,0,1,4,53,39.2,17.9,G-F,bryanko01
858,Kobe Bryant,2008-03-30,29-220,LAL,,WAS,W 126-120 (OT),1,47,7,24,.292,7,21,.333,0,3,.000,12,15,.800,.425,0,4,4,13,1,1,1,3,26,20.6,-2.9,G-F,bryanko01
859,Kobe Bryant,2008-04-02,29-223,LAL,,POR,W 104-91,1,41,10,16,.625,6,11,.545,4,5,.800,12,13,.923,.829,2,11,13,7,3,0,1,3,36,38.8,23.3,G-F,bryanko01
860,Kobe Bryant,2008-04-04,29-225,LAL,,DAL,W 112-108,1,42,7,14,.500,4,10,.400,3,4,.750,8,9,.889,.696,4,6,10,6,0,0,0,4,25,24.8,8.3,G-F,bryanko01
861,Kobe Bryant,2008-04-06,29-227,LAL,@,SAC,W 114-92,1,36,9,15,.600,5,8,.625,4,7,.571,7,8,.875,.783,2,3,5,5,2,0,4,3,29,24.3,10.6,G-F,bryanko01
862,Kobe Bryant,2008-04-08,29-229,LAL,@,POR,L 103-112,1,45,11,26,.423,9,19,.474,2,7,.286,10,13,.769,.536,1,4,5,5,1,1,2,5,34,22.1,3.5,G-F,bryanko01
863,Kobe Bryant,2008-04-10,29-231,LAL,@,LAC,W 106-78,1,35,6,17,.353,5,12,.417,1,5,.200,3,5,.600,.417,1,2,3,3,1,2,2,1,16,9.1,-3.6,G-F,bryanko01
864,Kobe Bryant,2008-04-11,29-232,LAL,,NOH,W 107-104,1,43,9,17,.529,6,10,.600,3,7,.429,8,10,.800,.678,1,9,10,8,2,0,1,3,29,28.7,13.9,G-F,bryanko01
865,Kobe Bryant,2008-04-13,29-234,LAL,,SAS,W 106-85,1,32,6,14,.429,3,8,.375,3,6,.500,5,6,.833,.601,1,4,5,5,2,1,4,3,20,15.1,7.2,G-F,bryanko01
866,Kobe Bryant,2008-04-15,29-236,LAL,,SAC,W 124-101,1,29,3,13,.231,2,8,.250,1,5,.200,13,14,.929,.522,1,2,3,5,1,0,2,3,20,14.3,-2.5,G-F,bryanko01
867,Kobe Bryant,2008-10-28,30-066,LAL,,POR,W 96-76,1,33,9,17,.529,8,16,.500,1,1,1.000,4,5,.800,.599,2,9,11,5,1,0,5,3,23,16.7,6.6,G-F,bryanko01
868,Kobe Bryant,2008-10-29,30-067,LAL,@,LAC,W 117-79,1,31,5,12,.417,5,10,.500,0,2,.000,6,7,.857,.531,2,6,8,3,2,0,5,2,16,10.7,-3.0,G-F,bryanko01
869,Kobe Bryant,2008-11-01,30-070,LAL,@,DEN,W 104-97,1,33,11,24,.458,10,22,.455,1,2,.500,10,12,.833,.564,3,1,4,3,2,0,1,4,33,23.7,14.8,G-F,bryanko01
870,Kobe Bryant,2008-11-05,30-074,LAL,,LAC,W 106-88,1,36,8,21,.381,8,19,.421,0,2,.000,11,14,.786,.497,1,1,2,3,2,2,2,3,27,17.6,4.7,G-F,bryanko01
871,Kobe Bryant,2008-11-09,30-078,LAL,,HOU,W 111-82,1,33,10,17,.588,9,15,.600,1,2,.500,2,4,.500,.613,2,1,3,3,2,2,4,3,23,16.3,4.6,G-F,bryanko01
872,Kobe Bryant,2008-11-11,30-080,LAL,@,DAL,W 106-99,1,36,10,20,.500,10,18,.556,0,2,.000,7,8,.875,.574,1,3,4,1,1,0,1,1,27,18.5,5.9,G-F,bryanko01
873,Kobe Bryant,2008-11-12,30-081,LAL,@,NOH,W 93-86,1,38,5,15,.333,4,14,.286,1,1,1.000,9,9,1.000,.527,0,4,4,6,0,0,2,4,20,13.3,0.6,G-F,bryanko01
874,Kobe Bryant,2008-11-14,30-083,LAL,,DET,L 95-106,1,39,12,30,.400,10,23,.435,2,7,.286,3,4,.750,.457,0,5,5,6,4,1,3,5,29,17.8,8.4,G-F,bryanko01
875,Kobe Bryant,2008-11-18,30-087,LAL,,CHI,W 116-109,1,31,9,18,.500,6,12,.500,3,6,.500,0,0,,.583,1,4,5,6,3,2,1,3,21,20.3,12.7,G-F,bryanko01
876,Kobe Bryant,2008-11-20,30-089,LAL,@,PHO,W 105-92,1,33,8,23,.348,7,18,.389,1,5,.200,7,9,.778,.445,1,4,5,3,0,1,2,0,24,13.0,-1.7,G-F,bryanko01
877,Kobe Bryant,2008-11-21,30-090,LAL,,DEN,W 104-90,1,30,12,18,.667,11,15,.733,1,3,.333,4,5,.800,.718,2,2,4,2,2,0,1,3,29,24.0,15.1,G-F,bryanko01
878,Kobe Bryant,2008-11-23,30-092,LAL,,SAC,W 118-108,1,34,10,20,.500,10,19,.526,0,1,.000,4,4,1.000,.551,1,3,4,6,3,1,3,2,24,19.7,4.2,G-F,bryanko01
879,Kobe Bryant,2008-11-25,30-094,LAL,,NJN,W 120-93,1,28,5,17,.294,5,15,.333,0,2,.000,2,2,1.000,.336,0,6,6,4,1,0,0,2,12,6.9,-6.4,G-F,bryanko01
880,Kobe Bryant,2008-11-28,30-097,LAL,,DAL,W 114-107,1,40,14,26,.538,13,22,.591,1,4,.250,6,6,1.000,.611,2,4,6,5,1,1,3,2,35,26.4,7.4,G-F,bryanko01
881,Kobe Bryant,2008-11-30,30-099,LAL,,TOR,W 112-99,1,30,9,14,.643,9,12,.750,0,2,.000,5,5,1.000,.710,1,4,5,7,1,0,3,2,23,20.8,10.0,G-F,bryanko01
882,Kobe Bryant,2008-12-02,30-101,LAL,@,IND,L 117-118,1,37,10,21,.476,10,16,.625,0,5,.000,8,10,.800,.551,2,5,7,2,1,0,1,2,28,20.0,0.4,G-F,bryanko01
883,Kobe Bryant,2008-12-03,30-102,LAL,@,PHI,W 114-102,1,37,12,20,.600,11,17,.647,1,3,.333,7,7,1.000,.693,0,6,6,4,2,0,4,4,32,23.8,5.0,G-F,bryanko01
884,Kobe Bryant,2008-12-05,30-104,LAL,@,WAS,W 106-104,1,35,5,17,.294,5,16,.313,0,1,.000,13,14,.929,.497,2,5,7,7,0,0,2,2,23,17.7,-1.8,G-F,bryanko01
885,Kobe Bryant,2008-12-07,30-106,LAL,,MIL,W 105-92,1,31,6,13,.462,6,12,.500,0,1,.000,8,9,.889,.590,2,3,5,8,2,0,4,2,20,18.0,8.3,G-F,bryanko01
886,Kobe Bryant,2008-12-09,30-108,LAL,@,SAC,L 101-113,1,38,9,25,.360,6,17,.353,3,8,.375,7,7,1.000,.499,2,2,4,3,0,0,2,2,28,15.4,0.2,G-F,bryanko01
887,Kobe Bryant,2008-12-10,30-109,LAL,,PHO,W 115-110,1,34,6,16,.375,4,11,.364,2,5,.400,4,4,1.000,.507,0,7,7,3,1,0,5,2,18,8.6,-8.7,G-F,bryanko01
888,Kobe Bryant,2008-12-12,30-111,LAL,,SAC,W 112-103,1,39,11,21,.524,9,17,.529,2,4,.500,8,10,.800,.630,2,5,7,3,0,1,4,2,32,21.8,3.6,G-F,bryanko01
889,Kobe Bryant,2008-12-14,30-113,LAL,,MIN,W 98-86,1,37,9,24,.375,7,18,.389,2,6,.333,6,6,1.000,.488,0,3,3,5,2,0,2,2,26,16.4,3.9,G-F,bryanko01
890,Kobe Bryant,2008-12-16,30-115,LAL,,NYK,W 116-114,1,41,12,22,.545,11,19,.579,1,3,.333,3,4,.750,.589,1,6,7,6,4,0,1,0,28,26.7,9.3,G-F,bryanko01
891,Kobe Bryant,2008-12-19,30-118,LAL,@,MIA,L 87-89,1,36,12,24,.500,11,21,.524,1,3,.333,3,4,.750,.543,1,2,3,3,0,0,5,3,28,12.8,1.7,G-F,bryanko01
892,Kobe Bryant,2008-12-20,30-119,LAL,@,ORL,L 103-106,1,43,14,31,.452,12,28,.429,2,3,.667,11,11,1.000,.572,2,6,8,3,0,0,1,3,41,28.0,11.2,G-F,bryanko01
893,Kobe Bryant,2008-12-22,30-121,LAL,@,MEM,W 105-96,1,38,14,23,.609,11,17,.647,3,6,.500,5,8,.625,.679,0,4,4,3,2,0,5,1,36,24.2,5.7,G-F,bryanko01
894,Kobe Bryant,2008-12-23,30-122,LAL,@,NOH,W 100-87,1,37,7,18,.389,7,17,.412,0,1,.000,12,15,.800,.528,0,6,6,4,0,0,0,2,26,18.8,4.9,G-F,bryanko01
895,Kobe Bryant,2008-12-25,30-124,LAL,,BOS,W 92-83,1,43,13,23,.565,12,20,.600,1,3,.333,0,0,,.587,2,7,9,5,1,0,4,2,27,19.3,4.4,G-F,bryanko01
896,Kobe Bryant,2008-12-28,30-127,LAL,,GSW,W 130-113,1,32,9,15,.600,6,9,.667,3,6,.500,10,10,1.000,.799,1,2,3,4,4,0,2,2,31,29.4,17.2,G-F,bryanko01
897,Kobe Bryant,2009-01-02,30-132,LAL,,UTA,W 113-100,1,38,13,23,.565,11,20,.550,2,3,.667,12,14,.857,.686,3,4,7,4,2,1,2,3,40,33.9,18.2,G-F,bryanko01
898,Kobe Bryant,2009-01-04,30-134,LAL,,POR,W 100-86,1,33,11,19,.579,11,17,.647,0,2,.000,4,5,.800,.613,0,2,2,3,1,0,4,1,26,16.0,2.2,G-F,bryanko01
899,Kobe Bryant,2009-01-06,30-136,LAL,,NOH,L 105-116,1,42,14,22,.636,8,15,.533,6,7,.857,5,6,.833,.791,0,4,4,7,0,1,4,1,39,31.2,16.7,G-F,bryanko01
900,Kobe Bryant,2009-01-07,30-137,LAL,@,GSW,W 114-106,1,39,9,20,.450,7,15,.467,2,5,.400,1,1,1.000,.514,1,4,5,5,2,0,3,3,21,13.8,1.0,G-F,bryanko01
901,Kobe Bryant,2009-01-09,30-139,LAL,,IND,W 121-119,1,42,10,20,.500,9,16,.563,1,4,.250,15,17,.882,.655,1,6,7,13,1,0,5,3,36,31.6,8.1,G-F,bryanko01
902,Kobe Bryant,2009-01-11,30-141,LAL,,MIA,W 108-105,1,37,5,14,.357,3,10,.300,2,4,.500,7,7,1.000,.556,0,2,2,7,0,0,4,3,19,11.5,-1.6,G-F,bryanko01
903,Kobe Bryant,2009-01-13,30-143,LAL,@,HOU,W 105-100,1,42,13,32,.406,12,28,.429,1,4,.250,6,9,.667,.459,1,6,7,4,0,0,2,1,33,17.5,-3.5,G-F,bryanko01
904,Kobe Bryant,2009-01-14,30-144,LAL,@,SAS,L 111-112,1,42,11,19,.579,9,16,.563,2,3,.667,5,6,.833,.670,1,6,7,10,0,1,4,1,29,25.5,8.2,G-F,bryanko01
905,Kobe Bryant,2009-01-16,30-146,LAL,,ORL,L 103-109,1,41,10,26,.385,9,21,.429,1,5,.200,7,8,.875,.474,2,11,13,11,2,0,6,3,28,20.6,7.5,G-F,bryanko01
906,Kobe Bryant,2009-01-19,30-149,LAL,,CLE,W 105-88,1,41,9,22,.409,8,17,.471,1,5,.200,1,3,.333,.429,1,5,6,12,1,1,5,1,20,14.3,1.3,G-F,bryanko01
907,Kobe Bryant,2009-01-21,30-151,LAL,@,LAC,W 108-97,1,41,5,15,.333,3,8,.375,2,7,.286,6,6,1.000,.510,2,8,10,12,1,0,4,3,18,17.5,3.5,G-F,bryanko01
908,Kobe Bryant,2009-01-22,30-152,LAL,,WAS,W 117-97,1,28,4,11,.364,3,8,.375,1,3,.333,2,2,1.000,.463,0,4,4,5,0,0,0,2,11,8.8,-4.1,G-F,bryanko01
909,Kobe Bryant,2009-01-25,30-155,LAL,,SAS,W 99-85,1,32,8,17,.471,6,14,.429,2,3,.667,4,4,1.000,.586,0,4,4,3,1,1,1,2,22,16.5,7.4,G-F,bryanko01
910,Kobe Bryant,2009-01-27,30-157,LAL,,CHA,L 110-117 (2OT),1,45,15,28,.536,14,25,.560,1,3,.333,7,8,.875,.603,2,6,8,5,1,0,2,6,38,27.3,11.2,G-F,bryanko01
911,Kobe Bryant,2009-01-30,30-160,LAL,@,MIN,W 132-119,1,35,12,23,.522,11,16,.688,1,7,.143,5,6,.833,.585,2,6,8,5,0,0,2,3,30,21.8,3.4,G-F,bryanko01
912,Kobe Bryant,2009-01-31,30-161,LAL,@,MEM,W 115-98,1,35,10,20,.500,10,19,.526,0,1,.000,5,7,.714,.542,0,1,1,7,3,0,1,1,25,21.0,9.1,G-F,bryanko01
913,Kobe Bryant,2009-02-02,30-163,LAL,@,NYK,W 126-117,1,37,19,31,.613,16,25,.640,3,6,.500,20,20,1.000,.766,0,0,0,3,0,1,2,1,61,47.3,19.2,G-F,bryanko01
914,Kobe Bryant,2009-02-04,30-165,LAL,@,TOR,W 115-107,1,38,13,28,.464,9,20,.450,4,8,.500,6,8,.750,.571,1,8,9,5,2,0,0,0,36,29.4,11.6,G-F,bryanko01
915,Kobe Bryant,2009-02-05,30-166,LAL,@,BOS,W 110-109 (OT),1,45,10,29,.345,6,21,.286,4,8,.500,2,4,.500,.423,2,8,10,5,1,2,3,2,26,14.8,1.1,G-F,bryanko01
916,Kobe Bryant,2009-02-08,30-169,LAL,@,CLE,W 101-91,1,35,8,17,.471,8,15,.533,0,2,.000,3,3,1.000,.519,0,3,3,2,1,0,2,2,19,10.8,-2.3,G-F,bryanko01
917,Kobe Bryant,2009-02-10,30-171,LAL,,OKC,W 105-98,1,36,13,26,.500,13,23,.565,0,3,.000,8,8,1.000,.576,3,4,7,1,0,0,3,1,34,21.6,5.8,G-F,bryanko01
918,Kobe Bryant,2009-02-11,30-172,LAL,@,UTA,L 109-113,1,36,14,33,.424,13,26,.500,1,7,.143,8,8,1.000,.507,2,2,4,4,4,0,4,3,37,23.1,8.6,G-F,bryanko01
919,Kobe Bryant,2009-02-17,30-178,LAL,,ATL,W 96-83,1,29,4,12,.333,2,8,.250,2,4,.500,0,0,,.417,2,2,4,2,0,2,4,0,10,4.0,-3.4,G-F,bryanko01
920,Kobe Bryant,2009-02-18,30-179,LAL,@,GSW,W 129-121,1,36,9,22,.409,7,19,.368,2,3,.667,10,12,.833,.550,1,2,3,9,3,2,2,2,30,26.6,9.4,G-F,bryanko01
