"","Date","Opp","Result","GS","MP","FG","FGA","TwoP","TwoPA","ThreeP","ThreePA","FT","FTA","FTper","TSper","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","BPM"
"310","2001-01-31","MIN","L 83-96",TRUE,42,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","(0.705,1.87]","(0.694,1.89]","(-0.0421,0.879]","(-0.244,1.34]","(0.398,1.78]","(0.399,1.48]","(0.373,1.54]","(-0.517,0.715]","[-1.16,-0.069]","(2,3.32]","(-0.45,0.723]","(-0.958,-0.102]","(-0.793,0.779]","(-0.439,0.949]"
"311","2001-02-02","CHH","W 93-87",TRUE,48,"(0.593,2.09]","(-0.00504,1.45]","(1.43,2.63]","(1.23,2.49]","[-0.948,0.677]","[-1.46,-0.00954]","(1.87,3.04]","(0.694,1.89]","(-0.0421,0.879]","(-0.244,1.34]","(1.78,3.17]","(-0.679,0.399]","(0.373,1.54]","[-1.76,-0.517]","[-1.16,-0.069]","(4.65,5.98]","(0.723,1.9]","(-0.102,0.753]","(0.779,2.35]","(-0.439,0.949]"
"312","2001-02-04","SAC","W 100-94",TRUE,44,"(-0.9,0.593]","(-0.00504,1.45]","(-0.964,0.234]","(1.23,2.49]","[-0.948,0.677]","[-1.46,-0.00954]","(0.705,1.87]","(0.694,1.89]","(-0.0421,0.879]","(-1.83,-0.244]","(1.78,3.17]","(0.399,1.48]","(1.54,2.71]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","(-0.958,-0.102]","(-0.793,0.779]","(-1.83,-0.439]"
"313","2001-02-07","PHO","W 85-83",TRUE,45,"(0.593,2.09]","(-0.00504,1.45]","(0.234,1.43]","(1.23,2.49]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.959,-0.0421]","(-0.244,1.34]","[-0.995,0.398]","(0.399,1.48]","(0.373,1.54]","(0.715,1.95]","(1.01,2.1]","[-0.65,0.68]","(-0.45,0.723]","(0.753,1.61]","(-0.793,0.779]","(0.949,2.34]"
"314","2001-02-13","NJN","W 113-110 (OT)",TRUE,49,"(0.593,2.09]","(-0.00504,1.45]","(0.234,1.43]","(-0.0334,1.23]","[-0.948,0.677]","(-0.00954,1.44]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-0.244,1.34]","(1.78,3.17]","(-0.679,0.399]","(0.373,1.54]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","(1.61,2.47]","(0.779,2.35]","(-0.439,0.949]"
"315","2001-02-14","PHI","L 97-112",TRUE,41,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","[-1.64,-0.464]","[-1.71,-0.504]","(-0.959,-0.0421]","(-0.244,1.34]","[-0.995,0.398]","(0.399,1.48]","(0.373,1.54]","(0.715,1.95]","[-1.16,-0.069]","[-0.65,0.68]","(0.723,1.9]","(-0.102,0.753]","(-0.793,0.779]","(-1.83,-0.439]"
"316","2001-02-16","CHH","W 99-94",TRUE,42,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-0.244,1.34]","(0.398,1.78]","(1.48,2.56]","(1.54,2.71]","(0.715,1.95]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","(-0.958,-0.102]","(-0.793,0.779]","(-0.439,0.949]"
"317","2001-02-18","IND","L 109-110",TRUE,45,"(0.593,2.09]","(-0.00504,1.45]","(1.43,2.63]","(1.23,2.49]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.959,-0.0421]","(-1.83,-0.244]","(0.398,1.78]","[-1.76,-0.679]","(-0.794,0.373]","(0.715,1.95]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","(-0.958,-0.102]","(-0.793,0.779]","(-0.439,0.949]"
"318","2001-02-20","DAL","W 119-109",TRUE,40,"[-2.4,-0.9]","(-1.46,-0.00504]","(-0.964,0.234]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-1.83,-0.244]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","(0.715,1.95]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","(-0.102,0.753]","(-0.793,0.779]","(-1.83,-0.439]"
"319","2001-02-28","DEN","L 101-107",TRUE,46,"(0.593,2.09]","(-0.00504,1.45]","(1.43,2.63]","(-0.0334,1.23]","[-0.948,0.677]","(-0.00954,1.44]","[-1.64,-0.464]","(-0.504,0.694]","(-0.959,-0.0421]","(-0.244,1.34]","(0.398,1.78]","(0.399,1.48]","(1.54,2.71]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","(0.723,1.9]","(-0.102,0.753]","(0.779,2.35]","(-0.439,0.949]"
"320","2001-03-03","VAN","W 98-88",TRUE,39,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","[-1.64,-0.464]","[-1.71,-0.504]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","(1.9,3.07]","(-0.102,0.753]","(-0.793,0.779]","(-1.83,-0.439]"
"321","2001-03-04","GSW","W 110-95",TRUE,31,"(-0.9,0.593]","(-1.46,-0.00504]","(0.234,1.43]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","[-1.64,-0.464]","[-1.71,-0.504]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","[-1.76,-0.679]","[-1.97,-0.794]","(-0.517,0.715]","(-0.069,1.01]","[-0.65,0.68]","[-1.63,-0.45]","(-0.958,-0.102]","(-0.793,0.779]","(-0.439,0.949]"
"322","2001-03-06","GSW","W 97-85",TRUE,36,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","(1.87,3.04]","(0.694,1.89]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","[-1.76,-0.679]","[-1.97,-0.794]","[-1.76,-0.517]","(1.01,2.1]","[-0.65,0.68]","(-0.45,0.723]","(0.753,1.61]","(-0.793,0.779]","(-0.439,0.949]"
"323","2001-03-07","TOR","W 97-85",TRUE,38,"(-0.9,0.593]","(1.45,2.91]","(0.234,1.43]","(2.49,3.75]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-1.83,-0.244]","(3.17,4.55]","[-1.76,-0.679]","(0.373,1.54]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","(0.753,1.61]","(-0.793,0.779]","(-1.83,-0.439]"
"324","2001-03-09","SAS","L 89-93 (OT)",TRUE,44,"(0.593,2.09]","(1.45,2.91]","(1.43,2.63]","(2.49,3.75]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.959,-0.0421]","(-1.83,-0.244]","(0.398,1.78]","(-0.679,0.399]","(0.373,1.54]","[-1.76,-0.517]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","(1.61,2.47]","(0.779,2.35]","(-0.439,0.949]"
"325","2001-03-15","DET","W 125-119 (OT)",TRUE,48,"(0.593,2.09]","(-0.00504,1.45]","(1.43,2.63]","(1.23,2.49]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","(0.715,1.95]","(1.01,2.1]","[-0.65,0.68]","(-0.45,0.723]","(1.61,2.47]","(0.779,2.35]","(-0.439,0.949]"
"326","2001-03-16","WAS","W 101-89",TRUE,36,"(-0.9,0.593]","(-1.46,-0.00504]","(0.234,1.43]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","[-1.64,-0.464]","[-1.71,-0.504]","(-0.959,-0.0421]","(-0.244,1.34]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","(-0.517,0.715]","(2.1,3.18]","(0.68,2]","[-1.63,-0.45]","(-0.102,0.753]","(-0.793,0.779]","(0.949,2.34]"
"327","2001-03-18","ORL","W 95-90",TRUE,37,"[-2.4,-0.9]","(-1.46,-0.00504]","(-0.964,0.234]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-1.83,-0.244]","[-0.995,0.398]","[-1.76,-0.679]","[-1.97,-0.794]","(0.715,1.95]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","(1.61,2.47]","[-2.37,-0.793]","(-1.83,-0.439]"
"328","2001-03-19","ATL","L 106-108",TRUE,44,"(-0.9,0.593]","(-0.00504,1.45]","(0.234,1.43]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.959,-0.0421]","(-1.83,-0.244]","(3.17,4.55]","(0.399,1.48]","(1.54,2.71]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","(1.9,3.07]","(0.753,1.61]","(-0.793,0.779]","(-1.83,-0.439]"
"329","2001-03-21","MIL","L 100-107",TRUE,42,"[-2.4,-0.9]","(-1.46,-0.00504]","[-2.17,-0.964]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.959,-0.0421]","(-1.83,-0.244]","[-0.995,0.398]","(0.399,1.48]","(0.373,1.54]","(0.715,1.95]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","(-0.102,0.753]","[-2.37,-0.793]","(-1.83,-0.439]"
"331","2001-04-10","PHO","W 106-80",TRUE,35,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.959,-0.0421]","(-0.244,1.34]","[-0.995,0.398]","[-1.76,-0.679]","[-1.97,-0.794]","(-0.517,0.715]","(3.18,4.27]","[-0.65,0.68]","[-1.63,-0.45]","(-0.102,0.753]","(-0.793,0.779]","(-0.439,0.949]"
"332","2001-04-12","MIN","W 119-102",TRUE,37,"(0.593,2.09]","(-0.00504,1.45]","(1.43,2.63]","(1.23,2.49]","[-0.948,0.677]","[-1.46,-0.00954]","[-1.64,-0.464]","[-1.71,-0.504]","(-0.959,-0.0421]","(-0.244,1.34]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","(0.715,1.95]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","(-0.958,-0.102]","(-0.793,0.779]","(-0.439,0.949]"
"333","2001-04-15","POR","W 105-100",TRUE,45,"(-0.9,0.593]","(-0.00504,1.45]","(0.234,1.43]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.959,-0.0421]","(-1.83,-0.244]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","(0.715,1.95]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","(0.753,1.61]","(-0.793,0.779]","(-0.439,0.949]"
"334","2001-04-17","DEN","W 108-91",TRUE,33,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","(0.705,1.87]","(0.694,1.89]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","(-0.517,0.715]","(-0.069,1.01]","[-0.65,0.68]","[-1.63,-0.45]","(-0.958,-0.102]","(-0.793,0.779]","(0.949,2.34]"
"335","2001-10-30","POR","W 98-87",TRUE,43,"(-0.9,0.593]","(-0.00504,1.45]","(0.234,1.43]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.959,-0.0421]","(-0.244,1.34]","(0.398,1.78]","(-0.679,0.399]","(0.373,1.54]","(-0.517,0.715]","(1.01,2.1]","[-0.65,0.68]","[-1.63,-0.45]","[-1.82,-0.958]","(-0.793,0.779]","(-0.439,0.949]"
"336","2001-11-01","UTA","W 105-101",TRUE,43,"(-0.9,0.593]","(-0.00504,1.45]","(0.234,1.43]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","(1.87,3.04]","(1.89,3.09]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","(0.715,1.95]","(1.01,2.1]","[-0.65,0.68]","[-1.63,-0.45]","(-0.102,0.753]","(0.779,2.35]","(0.949,2.34]"
"337","2001-11-02","PHO","W 117-94",TRUE,38,"(-0.9,0.593]","(-1.46,-0.00504]","(0.234,1.43]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-0.244,1.34]","(0.398,1.78]","(-0.679,0.399]","(-0.794,0.373]","(0.715,1.95]","(-0.069,1.01]","[-0.65,0.68]","(1.9,3.07]","(0.753,1.61]","(-0.793,0.779]","(-0.439,0.949]"
"338","2001-11-04","UTA","W 100-96",TRUE,44,"(0.593,2.09]","(-0.00504,1.45]","(1.43,2.63]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","(0.705,1.87]","(0.694,1.89]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","(0.715,1.95]","(1.01,2.1]","[-0.65,0.68]","(0.723,1.9]","(1.61,2.47]","(0.779,2.35]","(-0.439,0.949]"
"339","2001-11-09","MEM","W 110-86",TRUE,33,"[-2.4,-0.9]","(-1.46,-0.00504]","[-2.17,-0.964]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","[-1.64,-0.464]","[-1.71,-0.504]","(-0.0421,0.879]","(-1.83,-0.244]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","(0.715,1.95]","(2.1,3.18]","(2,3.32]","[-1.63,-0.45]","[-1.82,-0.958]","[-2.37,-0.793]","(-0.439,0.949]"
"340","2001-11-11","ORL","W 108-95",TRUE,33,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","(0.705,1.87]","(0.694,1.89]","(-0.0421,0.879]","(1.34,2.92]","(0.398,1.78]","(-0.679,0.399]","(-0.794,0.373]","(0.715,1.95]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","(1.61,2.47]","(-0.793,0.779]","(0.949,2.34]"
"341","2001-11-15","HOU","W 98-97 (OT)",TRUE,49,"(0.593,2.09]","(-0.00504,1.45]","(1.43,2.63]","(1.23,2.49]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","[-1.71,-0.504]","(-0.0421,0.879]","(-0.244,1.34]","(0.398,1.78]","[-1.76,-0.679]","[-1.97,-0.794]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","(-0.102,0.753]","(-0.793,0.779]","(-0.439,0.949]"
"342","2001-11-16","PHO","L 83-95",TRUE,42,"[-2.4,-0.9]","(-1.46,-0.00504]","[-2.17,-0.964]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-1.83,-0.244]","[-0.995,0.398]","[-1.76,-0.679]","[-1.97,-0.794]","(-0.517,0.715]","(-0.069,1.01]","[-0.65,0.68]","[-1.63,-0.45]","(-0.958,-0.102]","(-0.793,0.779]","(-0.439,0.949]"
"343","2001-11-18","SAC","W 93-85",TRUE,43,"(-0.9,0.593]","(-1.46,-0.00504]","(0.234,1.43]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-0.244,1.34]","(0.398,1.78]","(-0.679,0.399]","(-0.794,0.373]","(0.715,1.95]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","(-0.102,0.753]","(-0.793,0.779]","(-0.439,0.949]"
"344","2001-11-20","LAC","W 98-93",TRUE,42,"(-0.9,0.593]","(-1.46,-0.00504]","[-2.17,-0.964]","(-1.29,-0.0334]","(0.677,2.29]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","(1.95,3.18]","(1.01,2.1]","[-0.65,0.68]","(-0.45,0.723]","(-0.958,-0.102]","(-0.793,0.779]","(0.949,2.34]"
"345","2001-11-21","DEN","W 89-68",TRUE,37,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-0.244,1.34]","(0.398,1.78]","(1.48,2.56]","(2.71,3.88]","(0.715,1.95]","(-0.069,1.01]","[-0.65,0.68]","(-0.45,0.723]","(0.753,1.61]","(-0.793,0.779]","(0.949,2.34]"
"346","2001-11-23","GSW","W 106-90",TRUE,27,"(-0.9,0.593]","(-1.46,-0.00504]","(0.234,1.43]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(1.34,2.92]","(0.398,1.78]","[-1.76,-0.679]","[-1.97,-0.794]","[-1.76,-0.517]","(-0.069,1.01]","[-0.65,0.68]","[-1.63,-0.45]","(0.753,1.61]","(-0.793,0.779]","(0.949,2.34]"
"347","2001-11-25","DEN","W 105-98",TRUE,40,"(-0.9,0.593]","(-1.46,-0.00504]","(0.234,1.43]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.959,-0.0421]","(-0.244,1.34]","[-0.995,0.398]","(0.399,1.48]","(0.373,1.54]","(0.715,1.95]","(-0.069,1.01]","[-0.65,0.68]","[-1.63,-0.45]","[-1.82,-0.958]","(-0.793,0.779]","(-0.439,0.949]"
"348","2001-11-27","MIL","W 104-85",TRUE,39,"(-0.9,0.593]","(-0.00504,1.45]","(-0.964,0.234]","(-0.0334,1.23]","(0.677,2.29]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-0.244,1.34]","(1.78,3.17]","(-0.679,0.399]","(0.373,1.54]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","(0.753,1.61]","(-0.793,0.779]","(0.949,2.34]"
"349","2001-11-30","SEA","W 107-92",TRUE,34,"(-0.9,0.593]","(-1.46,-0.00504]","(0.234,1.43]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","(0.705,1.87]","(0.694,1.89]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","[-1.76,-0.679]","[-1.97,-0.794]","[-1.76,-0.517]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","(0.753,1.61]","(-0.793,0.779]","(-0.439,0.949]"
"350","2001-12-01","MIN","W 102-76",TRUE,27,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-1.83,-0.244]","[-0.995,0.398]","(-0.679,0.399]","[-1.97,-0.794]","(-0.517,0.715]","(-0.069,1.01]","[-0.65,0.68]","[-1.63,-0.45]","[-1.82,-0.958]","(-0.793,0.779]","(-0.439,0.949]"
"351","2001-12-05","DAL","W 98-94",TRUE,42,"(-0.9,0.593]","(-0.00504,1.45]","(0.234,1.43]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","[-1.64,-0.464]","[-1.71,-0.504]","(-1.88,-0.959]","(-1.83,-0.244]","(0.398,1.78]","(0.399,1.48]","(0.373,1.54]","(-0.517,0.715]","(1.01,2.1]","[-0.65,0.68]","(-0.45,0.723]","[-1.82,-0.958]","(-0.793,0.779]","(-1.83,-0.439]"
"352","2001-12-07","SAC","L 91-97",TRUE,41,"(-0.9,0.593]","(-0.00504,1.45]","(0.234,1.43]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","[-1.71,-0.504]","(-0.0421,0.879]","(-1.83,-0.244]","(0.398,1.78]","(-0.679,0.399]","(-0.794,0.373]","[-1.76,-0.517]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","(-0.102,0.753]","(-0.793,0.779]","(-1.83,-0.439]"
"353","2001-12-11","SEA","L 93-104",TRUE,38,"(-0.9,0.593]","(-0.00504,1.45]","(-0.964,0.234]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","[-1.64,-0.464]","[-1.71,-0.504]","(-0.959,-0.0421]","(-1.83,-0.244]","[-0.995,0.398]","[-1.76,-0.679]","[-1.97,-0.794]","[-1.76,-0.517]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","(1.61,2.47]","[-2.37,-0.793]","[-3.22,-1.83]"
"354","2001-12-14","LAC","W 110-80",TRUE,38,"(-0.9,0.593]","(-1.46,-0.00504]","(0.234,1.43]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","(0.715,1.95]","(1.01,2.1]","(0.68,2]","(-0.45,0.723]","(-0.102,0.753]","(-0.793,0.779]","(-0.439,0.949]"
"355","2001-12-16","GSW","W 101-85",TRUE,32,"(-0.9,0.593]","(-1.46,-0.00504]","(0.234,1.43]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(1.34,2.92]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","[-1.76,-0.517]","(-0.069,1.01]","[-0.65,0.68]","[-1.63,-0.45]","(-0.958,-0.102]","(-0.793,0.779]","(0.949,2.34]"
"356","2001-12-20","HOU","W 107-101",TRUE,42,"(-0.9,0.593]","(-0.00504,1.45]","(-0.964,0.234]","(1.23,2.49]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-1.83,-0.244]","(0.398,1.78]","(-0.679,0.399]","(-0.794,0.373]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","(-0.102,0.753]","(-0.793,0.779]","(-1.83,-0.439]"
"357","2001-12-21","MEM","L 108-114",TRUE,37,"(0.593,2.09]","(-0.00504,1.45]","(1.43,2.63]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","[-1.71,-0.504]","(-0.0421,0.879]","(1.34,2.92]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","(-0.102,0.753]","(0.779,2.35]","(-0.439,0.949]"
"358","2001-12-25","PHI","W 88-82",TRUE,42,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","[-1.64,-0.464]","[-1.71,-0.504]","[-3.71,-2.79]","[-3.42,-1.83]","[-0.995,0.398]","(2.56,3.64]","(1.54,2.71]","(0.715,1.95]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","[-1.82,-0.958]","[-2.37,-0.793]","(-1.83,-0.439]"
"359","2001-12-26","GSW","L 90-101",TRUE,41,"(2.09,3.58]","(-0.00504,1.45]","(1.43,2.63]","(-0.0334,1.23]","(0.677,2.29]","(-0.00954,1.44]","[-1.64,-0.464]","[-1.71,-0.504]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","[-1.76,-0.679]","[-1.97,-0.794]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","(-0.102,0.753]","(0.779,2.35]","(0.949,2.34]"
"360","2001-12-28","TOR","L 86-89",TRUE,40,"(-0.9,0.593]","(-0.00504,1.45]","(-0.964,0.234]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.959,-0.0421]","(-1.83,-0.244]","(0.398,1.78]","(0.399,1.48]","(0.373,1.54]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","(0.723,1.9]","[-1.82,-0.958]","(-0.793,0.779]","(-0.439,0.949]"
"361","2001-12-30","HOU","W 114-90",TRUE,31,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","[-1.64,-0.464]","[-1.71,-0.504]","(-0.0421,0.879]","(-1.83,-0.244]","[-0.995,0.398]","[-1.76,-0.679]","[-1.97,-0.794]","(1.95,3.18]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","(-0.958,-0.102]","[-2.37,-0.793]","(-1.83,-0.439]"
"362","2002-01-02","DEN","W 87-86",TRUE,36,"(-0.9,0.593]","(-0.00504,1.45]","(0.234,1.43]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-0.244,1.34]","(0.398,1.78]","(-0.679,0.399]","(0.373,1.54]","[-1.76,-0.517]","(1.01,2.1]","[-0.65,0.68]","(-0.45,0.723]","(-0.958,-0.102]","(-0.793,0.779]","(-0.439,0.949]"
"363","2002-01-04","PHO","W 118-86",TRUE,30,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","[-1.64,-0.464]","[-1.71,-0.504]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","(-0.679,0.399]","[-1.97,-0.794]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","(-0.102,0.753]","(-0.793,0.779]","(-1.83,-0.439]"
"364","2002-01-06","TOR","W 109-89",TRUE,36,"(0.593,2.09]","(-1.46,-0.00504]","(0.234,1.43]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.959,-0.0421]","(-0.244,1.34]","(0.398,1.78]","(-0.679,0.399]","(0.373,1.54]","[-1.76,-0.517]","(1.01,2.1]","[-0.65,0.68]","(-0.45,0.723]","(-0.958,-0.102]","(-0.793,0.779]","(-0.439,0.949]"
